userName,score,at,label,content
Herman Fringerstyle,3,6/10/2024 5:18,negatif,terlalu ribet
ardy anto,5,6/10/2024 3:50,positif,good
matheis talaksoru,5,6/9/2024 19:57,netral,Muungkin aplikasi ini dapat membantu saya mendapatkan pekerjaan.
Muhamad Andri,3,6/9/2024 15:40,positif,lumayan bagus
Toton Toton,2,6/9/2024 11:34,negatif,Yg dipanggil ga sesuai rata2nya
fuadfauzi motovlog,5,6/9/2024 10:04,netral,Bismillah semoga keterima kerja
Mochamad Achwan,4,6/9/2024 4:53,positif,bagus ada fitur bs kirim chat sblm melamar baru download dan baru mencoba..semoga sesuai harapan.terimakasih
Siti Ayu Rosida,5,6/9/2024 3:57,positif,"Terima kasih Glints, prosesnya benar-benar cepat, langsung to do point dengan HRD, notif lolos atau tidaknya langsung saat itu juga. Saya diterima di perusahaan melalui glints dengan proses kurang dari seminggu. Terima kasih Glints!"
Muhammad Firdaus,5,6/9/2024 2:17,positif,sangat membantu
Ria Ricis,5,6/9/2024 0:59,netral,semoga loker yg ada valid dan sya bisa menemukan pekerjaan yg sesuai
Sevia kh Sevia khumaira,4,6/8/2024 22:10,positif,Baguss
Ridho Illahi,5,6/8/2024 21:49,positif,luar biasa dan membantu sekali
Yoga Ardiansyah,5,6/8/2024 15:47,positif,sangat percayaka dengan ketentuan ini sangat membantu
Arin Ard,4,6/8/2024 8:01,netral,mencari pekerjaan
Edy Suryadi,4,6/8/2024 7:33,netral,"Bintang 4 dulu..proses cepat,kl keterima..saya tambahin bintqng nya..👍👍"
Muhammad Fariz,5,6/8/2024 7:00,positif,Terima kasih banyak.. Aplikasi yang sangat bermanfaat..
Ikrar Ini,3,6/8/2024 6:39,positif,membantu
Silah Udin,5,6/8/2024 6:31,positif,OK.
Makhmud Wahyudin,5,6/8/2024 3:25,positif,keren
Venomena Jepri,4,6/8/2024 0:06,netral,"masih sedikit kurang simple, tapi bagus aplikasinya"
sabri,5,6/7/2024 20:21,positif,simple
Yasser Khatami,4,6/7/2024 15:04,negatif,Tolomg tambahkan filter untuk remote jangan yg kontrak dan part time aja
azis rahmanto,1,6/7/2024 14:31,negatif,"Saya rasa Glints ini kurang screening mana yang bener2 perusahaan dan mana yang perusahaan abal-abal. Karena saya hari ini dapat interview di PT. Project Solution Logistik dan ada deposit yang perlu disetorkan sebesar 1.700 dan saya deposit kan 150rb krn saya liat yang lain jga beri uang jd saya ikut, untungnya saya cm 150rb. Krn logika saya kerja itu untuk cari uang bukan memberi uang ke perusahaan tersebut, ntah krna aturan deposit sbgai jaminan ntah gimana saya kurang tahu."
Muhammad Anang sastrawan,5,6/7/2024 12:41,positif,mantap
opik badrian,5,6/7/2024 11:32,positif,Sangat membantu
Warung Sodong2,5,6/7/2024 8:58,positif,sangat bagus
LUKMAN S,5,6/7/2024 8:50,positif,"Good, and thanks for a new job"
Hayatul Fitria,4,6/7/2024 8:34,positif,bisa memantu utk mengejar karir kita
Angraini Arsyad,5,6/7/2024 8:05,positif,bagus
Wanti Saja,5,6/7/2024 8:01,positif,cool
Fikih Cenel,5,6/7/2024 6:41,positif,sangat baik
Alviani N.B. Rohmah,4,6/7/2024 4:54,positif,banyak informasi terkait bidang yg sedang dicari
endorse emailku,1,6/7/2024 4:45,negatif,"Sudah 4 tahun saya pakai aplikasi ini, belum dapat pekerjaan juga. Banyak pekerjaan yang ecek ecek dan ngaku PT, kaya online shop rumahan tapi tulisanya dicari admin, purchasing, dll, padahal cuma usaha rumahan dan bulan PT. Kecewa pakai aplikasi ini karena gak menemukan pekerjaan yang perusahaan bonafit."
Eka Rahmi,4,6/7/2024 3:49,positif,baik
Mashudi,5,6/7/2024 3:19,positif,Sangat Membantu Tenaga Kerja Untuk Tersalurkan Jasanya
Irma Wati,5,6/7/2024 1:24,positif,"Alhamdulillah belum sebulan nyobak"" melamar kerjaan lewat Glints sdh dpt kerjaan gaji 5jtan.padahal usiaku sdh 44th ijazah pun hanya paket C setara SMA.untuk teman2 yg lagi nyari kerja,intinya PD aja selama kita punya skill dan banyak pengalaman jgn mundur dan minder untuk tetap mengajukan lamaran.misal perusahaan memberi kriteria batas usia 35 atau yang di cari minimal S1 sedang usia kita sdh lebih 35 dan ijazah BKN S1 tetap ajuin lamaran jgn mundur.siapa tau perusahaan bisa memberi kesempatan"
farid prastio,5,6/6/2024 15:07,positif,ccok
Rano Satriaapriliano,1,6/6/2024 13:32,negatif,Di kacangjn terus tod
Alia Amru falistia,3,6/6/2024 12:34,negatif,Mau tambah pengalaman kerja tpi nggak bisa simpan akhirnya profilnya jadi nggak lengkap Kenapa ya?
Desi Ratnasari,5,6/6/2024 11:26,positif,Aplikasinyh sangat membantu bisa di kerjakan di mana saja daann uang jajan bertambah 😊😊
bara budi Jatmiko,5,6/6/2024 7:54,positif,mudah dalam pengunaan
Nadi Roh,5,6/6/2024 7:53,netral,Pengalaman kerja 10
Khairul Nasri,1,6/6/2024 7:05,negatif,sulit mencari pekerjaan di apliksi sini cba bantu
Manda Sari,4,6/6/2024 6:28,positif,baik... sangat akurat
War Dani,5,6/6/2024 4:39,positif,Aplikasi sangat membantu untuk para pencari kerja simple tanpa harus ribet
Sofi Rohimatul,5,6/6/2024 4:13,positif,keren banget
Yulan Silaban5,1,6/6/2024 2:23,negatif,"Rata"" perusahaan yang buat lowongan di glints, banyak lihat doang, ga dipanggil, banyak hanya permainkan kandidat, capein saja, tidak melihat perjuangan kandidat, datang jauh"" ujungnya hanya ingin tau biodata Saja, trus tidak dipanggil lagi . Buat apa aplikasi lowongan ini dibuat, maunya dihapuskan aplikasi lowongan glints, biar perusahaan susah nyari kandidat"
Hendry Adek,5,6/5/2024 21:15,netral,Yeee
Achmad Zaenuri,5,6/5/2024 14:14,positif,Good
Al Imran,3,6/5/2024 13:35,positif,terimakasih
Mardi Yanto,5,6/5/2024 13:19,positif,baik
Encep Jamaludin,4,6/5/2024 12:08,netral,semoga dapet lokor ada pangilan kerja
Muhammad Yunus (Yunus),5,6/5/2024 10:48,positif,Sangat membabtu
Robi Ana,5,6/5/2024 9:26,positif,sangat bagua dan membantu dlm mencari Pekerjaan
Dani Dani,5,6/5/2024 9:17,positif,apk nya membantu banget ngapain lagi ayo cobain sendiri
Burhan Udin,3,6/5/2024 9:00,negatif,Baru coba coba pakai glint ini dan lom dapet kerja pula
Ogawa Ishii,4,6/5/2024 8:58,positif,Boleh lah
YOSEP ARI KOSWARA,5,6/5/2024 8:16,positif,sangat membantu
Merni Hulu07,5,6/5/2024 7:14,positif,Sangat membantu sekali mudah mudahan saya di terima kerja melalui glints 😇🙏
Ipal Sandi,5,6/5/2024 7:09,positif,sangat berguna
"Ma,mun Hasib dasuki",5,6/5/2024 6:16,positif,bgus sekali sangat membantu saya dengan adanya aplikasi ini sangat membntu banget buway saya yang susah nyri kerja
Fu Oppo,5,6/5/2024 5:42,negatif,"Susah mendapatkan pekerjaan. "" Skill belum sesuai"" Mulu . G punya skill. G ada modal biaya buat pelatihan biar mendapatkan skill."
Syaiful Rahman,5,6/5/2024 4:35,positif,"bagus nih, ringan banget aplikasi nya"
Baong23 ong,5,6/5/2024 2:37,netral,lumayan tapi. blum tau dapet apa ga ya di aplikasi ini
Ahonk Gaming,5,6/5/2024 2:05,positif,Sangat baik
Andri Nugroho,5,6/5/2024 1:41,positif,sangat membantu
Ahmad Rizky Al Fajri,5,6/5/2024 1:15,positif,"Aangat recommended dah, abiszzz"
Antok Marjoko,4,6/5/2024 0:39,positif,Alhamdulillah sangat membantu sekali aplikasinya
Agung Permana,5,6/5/2024 0:08,netral,orkes lah
FILJAM LASE ANAK NIAS,4,6/4/2024 23:30,positif,sangat membantu untuk mendapatkan pekerjaan di aplikasi glints👍🏻👍🏻
Rimich ByuSe,4,6/4/2024 22:00,netral,lumayan
toni sembarang,1,6/4/2024 15:07,negatif,belom ada bukti nyata
Jayadih Hidayahtulloh,4,6/4/2024 13:59,netral,"semoga membantu para pencari kerja,semoga Indonesia semakin maju dan sukses."
NISDINA Dina,5,6/4/2024 12:16,netral,opsional
M Syachva,5,6/4/2024 9:06,positif,Baguss aplikasi nya
wisatawoles dot com,5,6/4/2024 8:52,positif,mantab
ASEP SAEPULLOH (Asep),5,6/4/2024 6:59,positif,ok
Linachan Linana,4,6/4/2024 6:12,positif,saya tertarik dengan pekerjaan ini
Edi Apriyanto,5,6/4/2024 4:16,netral,semoga dgn aplikasi Glint ini bisa membantu buat teman2 yg butuh pekerjaan 🙏🙏🙏
Jona Matecon,5,6/4/2024 3:24,positif,sangat membantu
009 Apandi,5,6/4/2024 1:48,positif,"baik, cukup puas"
rc apriwan,5,6/4/2024 1:35,positif,ok
Neko Chan,5,6/4/2024 1:13,netral,👍
Muhammad Rezi,5,6/3/2024 17:18,netral,makasih
Haikal Farid,5,6/3/2024 15:54,positif,aplikasi nya sangat membantu dan sangat bermanfaat terima kasih banyak yach
laskar nkri,3,6/3/2024 11:43,negatif,Aplikasinya koq ga bs kebuka ya skarang? Padahal baru semalam sy buka.. Koq skarang loadingnya lama banget?Tidak ada Panggilan Interview dari Aplikasi ini.. Payah ga ngebantu..
Shofwan Khozin,5,6/3/2024 11:16,netral,semoga bisa memberikan lowongan pekerjaan dengan cepat
Amel Amel,5,6/3/2024 11:08,positif,bagus banget
Eka Amalia Mutia,1,6/3/2024 8:04,negatif,Setiap lamaran kerja pasti jawabannya kadaluarsa lah skill udah jelas jelas saya lamar sesuai dengan kemampuan saya kalo memang udah tutup tidak usah buka lagi
Ariyo sutirto,4,6/3/2024 6:42,netral,sementara ⭐ 4 dulu ya gaesss
Faisal Iya,2,6/3/2024 6:01,negatif,"Fresh Graduate, 1000 lamaran belum ada yang terima sedih sedih😓😢"
Nurul Nurul,5,6/3/2024 4:47,positif,aplikasinya sangat mudah di pahami dan fitur fitur nya sangat lengkap dan mudah di pahami pokoknya wajib download aplikasi ini ☺️🥰
Vanessa Rahma,5,6/3/2024 3:59,positif,saya sangat senang sekali
Isak Olay,5,6/3/2024 2:10,positif,oke
Bunda Raty,4,6/2/2024 16:08,netral,"Bayangan sayabini akan lebih baik jika karena kami akan diajarkan untuk bekerja tapi kami belum membuktikan . Makanya saya kasih 4 bintang Harusnya permintaan penilaian bintang setelah praktek, bukan sebelum praktek"
Mnur Rohman,4,6/2/2024 8:43,netral,4 dulu bila ada kemajuan dalam aplikasi tambah 1
Pris Qomar,5,6/2/2024 6:30,positif,Pokoknya siiplah
M Kadafit,4,6/2/2024 3:12,netral,baru mencoba aplikasi ini semoga saja dpt pekerjaan
Indra Kusumah,5,6/2/2024 1:02,positif,"Aplikasi yang bagus, sangat membantu sebagai penghubung antara pencari kerja dan penyedia pekerjaan, semoga menjadikan keberkahan bagi pembuat dan pengelola aplikasi ini... Aamiin Yaa Rabbal 'Aalamiin"
Hasan Basri,4,6/2/2024 0:42,netral,cobak
Abdul Gopur,5,6/1/2024 22:47,positif,untuk informasi tentang lowongan pekerjaan sangat membantu saya dalam mencari pekerjaan yang sesuai dengan pengalaman saya.
Hendry Hendry,5,6/1/2024 16:35,positif,Bagus
Bimawan Nyoman,5,6/1/2024 15:38,positif,verry good
axelle fathara adya putra,4,6/1/2024 12:10,positif,aplikasi oke
xamxul arifin,5,6/1/2024 11:05,positif,"sangat membantu, thanks"
Sinta Tari,5,6/1/2024 7:24,positif,terimakasih
Andi Prianto,5,6/1/2024 5:59,positif,ok
Abdul Makmur,3,6/1/2024 5:37,negatif,"Sayang sekali tidak ada keharusan bagi team HR untuk konfirmasi bagi setiap pelamar. Iya saya tau gak mungkin ratusan cv di konfirmasi satu persatu. Masukan saja untuk pengembang : agar di tambah bintangnya nanti, 1. baiknya data cv yang masuk ke perusahaan auto terhapus jika dalam waktu 7 hari kerja tidak di baca atau tidak ada konfirmasi Supaya team HR perusahaan lebih serius dalam merekrut calon melalui platform loker tidak hanya memasang dan menutup loker."
Muhammad Pirman,5,6/1/2024 3:50,positif,Bagus recommended
Fhanka Always,3,6/1/2024 1:46,netral,"insya ALLAH bagus,sangat membantu orang yang cari kerja🙏"
Zul Lena,4,5/31/2024 19:11,positif,keren
fajar cahyadi,5,5/31/2024 11:28,positif,oke
Su Martono,5,5/31/2024 9:58,positif,Mantab dan sangat menbantu
Muhammad Ferdiyansyah,5,5/31/2024 8:28,positif,bagus
Urwatul Wusqa,4,5/31/2024 7:37,positif,baik
ha nafi,1,5/31/2024 7:06,positif,Aplikasi nya sdh bahus. Dan respon HRD cepat. Tetapi. Tolong filter untuk lokasi di tingkatkan. Filter lokasi sangat buruk.
Surya Dimas Nata,5,5/31/2024 6:15,netral,"Aplikasi sangat membantu sekali untuk berkomunikasi langsung antara pencari kerja dengan pemberi lowongan kerja. Akan tetapi aplikasi ini harus di perbaiki, terutama di filter jenis pekerjaan dan lokasi kerja yang ingin di cari, sehingga muncul sesuai yang di cari, kalo yang saat ini terjadi masih random dari Sabang sampai Merauke keluar semua."
D' Techno Solution,5,5/31/2024 2:27,positif,bagus
mukhtar rosidin14,5,5/30/2024 17:43,positif,sangat membantu
Achim 01,5,5/30/2024 16:28,positif,baik
Rafles Silaban,5,5/30/2024 14:46,positif,Salah satu aplikasi pendukung untuk mencari info pekerjaan
Uswa Tun,5,5/30/2024 14:41,netral,bagus bgt tapi kurang relatif apa lgi aku di pulau Belitung tolong dong lebih luas lgi biar mudah jangkau nya terima kasih
Vista Pramawati,5,5/30/2024 12:28,netral,semoga lewat app ini saya mendapatkan pekerjaan yang bisa dikerjakan dari rumah amiin
Meyrcilia Jacobs,5,5/30/2024 9:24,positif,Aplikasinya sangat membantu utk para pencari kerja. Mantap
Candra Iswatul26,5,5/30/2024 4:27,positif,bagus
Nursandi Saputra,2,5/29/2024 16:31,positif,bagus aplikasi nya
Alfiansyah,5,5/29/2024 14:06,netral,bismillah dpt kerjaan.
Ega Herdiana,1,5/29/2024 13:08,negatif,tidak mudah daftarkan nya
Rizki Fauzi,3,5/29/2024 11:12,positif,sangat membantu
Dede arif setiawan,5,5/29/2024 11:07,positif,mantap
Fann Pryga,5,5/29/2024 7:56,netral,👍
Eka Lisna,5,5/29/2024 7:30,netral,"mantap, semoga aku dapat kerja kembali"
Obi Tne,5,5/29/2024 7:08,netral,sangat baguss
Zuan Sianturi,5,5/29/2024 7:07,positif,baik
Andri Gouw,5,5/29/2024 4:53,positif,good to the better
Denny Yagami,1,5/29/2024 0:18,negatif,"Mengapa tidak ada lowongan di kota yang saya filter, sedangkan di aplikasi lainnya sangat banyak. Dan juga pilihan filternya sangat sedikit hanya menyediakan lowongan tertentu di kota2 besar, maaf saya uninstall aplikasi ini karena sangat terbatas."
roronoa,4,5/29/2024 0:15,netral,"Tidak ada aplikasi sempurna, bagaimanapun saya berterimakasih dengan semakin banyaknya aplikasi lowongan online sangat membantu orang-orang yang membutuhkan pekerjaan, fitur chat HRD ada atau tidak sebenarnya sama saja karena tidak ada HRD yang merespon chat tersebut."
Kristina Kewa sabon,1,5/28/2024 23:55,positif,kerenn
"Ali Bram,s",5,5/28/2024 16:14,positif,bagus
Fatima Lala,3,5/28/2024 13:28,positif,"Cukup membantu dalam mencari pekerjaan,part time,full time,maupun remote semuanya ada."
Inha Kolly,1,5/28/2024 13:24,netral,Bagus sii bagus Tapi aneh masa semua lamaran yg di kirim sudah sesuai semua Tapi tidak ada 1 pun yg keterima sama HRD nya
Parlan,5,5/28/2024 8:03,positif,Sangat membantu keuangan
Sudarman 24,5,5/28/2024 2:53,positif,sangat membantu sekali
Putih Karina,5,5/28/2024 2:52,positif,"good apk, helply."
Dicha Sebastian,5,5/27/2024 21:05,positif,"Thank you aplikasi yg membantu saya dlam mendapatkan kerjaan sebagai catatan buat managemen glints yg saat ini banyak menggunakan tlong remind untuk para company yg menggunakan aplikasi tolong jangan banyak PHP ke para pencari kerja sprti belom membaca CV langsung pesan otomatis belum sesuai, atau sedang komunikasi tpi tak ada kabar lagi."
Mulyana,5,5/27/2024 11:42,positif,Fiturnya lengkap
Nas Nasrudin,4,5/27/2024 9:59,positif,mudah. bagus
reupload untoldstory,5,5/27/2024 7:47,netral,"ok,saya pakai dulu"
Ahmad Aufa 2000,5,5/27/2024 7:03,netral,Lumayan buat cari loker 👍
Guna Wan,5,5/27/2024 6:48,positif,sangat membantu
Afrilia Bella,5,5/27/2024 6:15,positif,aplikasinyaa bagus semoga saya cepat di terima kerja🙏🏻🙏🏻
My Shifa,5,5/27/2024 5:58,netral,"Bagus mudah, tapi itu2 aja lokernya"
Marbers Marpaung,5,5/27/2024 5:15,positif,sangat baik
Akbar Rizkianto,5,5/27/2024 5:12,netral,hahahha
Keysa Key,4,5/27/2024 3:59,negatif,tidak ada yang menerima saya bekerja
Aditiya Canel,5,5/27/2024 3:44,positif,siipp
Qomaru 28,5,5/27/2024 2:20,positif,mantap
kang Idur,3,5/27/2024 2:05,netral,baru nyoba apk ini semoga gampang dapet kerjaan nya amin
Sutrisno Sutrisno,5,5/26/2024 17:26,netral,apk ny bgus bngt tetep semangat buat yg punya apk ini
Yolna Yol,5,5/26/2024 16:48,positif,bagus
Joy Somalinggi,5,5/26/2024 15:16,positif,terimakasih glints
Giri Nugroho,5,5/26/2024 14:07,netral,bagus semoga ajja bisa keterima kerja dengan aplikasi ini aamiin
albet sanjaya,5,5/26/2024 14:02,positif,"Aplikasi Bagus, cocok buat Para pencari kerja"
david Daulay,5,5/26/2024 12:56,positif,mantap
Fajar Sad boy,5,5/26/2024 10:01,positif,good
Meisya Indah Putri Devita,1,5/26/2024 8:00,negatif,Udah masukin cari loker di domisili yang keluar di luar domisili semua. Kalau emang gak ada gpp g ush dikeluarin lokernya
Sarlan Alan,5,5/26/2024 6:56,netral,mudah mudahan cepat di panggil kerja nya
rafif jaya,1,5/26/2024 3:03,negatif,Fake Jobs apk
Samuel Isai,3,5/26/2024 0:20,positif,apk yang membantu
iis komariah,5,5/25/2024 23:31,positif,aplikasi yang sangat membantu
Thresiade putra,5,5/25/2024 16:22,positif,bagys
Tony Setiawan,5,5/25/2024 13:02,netral,Semoga ada yg masuk lokernya
Herry Hartanto,1,5/25/2024 12:49,negatif,"Terlalu ribet dibanding aplikasi pencari loker lain, preferensi bidang malah dibatasi 5 doang, terus preferensi lokasi kerja juga dibatasi 3 itupun cuman bisa pilihan kota/ kabupaten bukan provinsi, lokerpun juga sedikit dibanding aplikasi pencari loker lain... Benahi program anda, bikin user nyaman bukan malah bikin user kesel sama program anda yg ribet, belajar dari aplikasi lain..."
Akhsanul Muqorobin,4,5/25/2024 8:48,positif,mantab
Rasya Athaya,3,5/25/2024 7:36,netral,buat sy loker glints cukup menarik
Dawani Chanatcha,5,5/24/2024 23:45,positif,sangat praktis
Johan Kristanto,5,5/24/2024 22:24,positif,ter the best!!!
Mohammad Yusuf,5,5/24/2024 14:05,positif,bagus
Samson Adam,1,5/24/2024 11:40,negatif,GK ad yg serius semua lokerny
Hidayat Jepara,5,5/24/2024 8:08,positif,"skema dan susunan nya bagus, begitu tertata sangat rapi."
Yudo Kristiaji,5,5/24/2024 6:49,netral,tul
Muhamad Fauzan,5,5/24/2024 4:41,positif,bagus
Andi Putra,4,5/24/2024 3:22,positif,sangat bermanfaat bagi keluarga
Ervin Budianto,5,5/24/2024 2:12,positif,bagus
Riyan Wilantara,5,5/24/2024 1:48,positif,bagus
budi wurindra,5,5/23/2024 22:59,positif,situs terpercaya cari kerjaan yang baik
Wirna Sakti,1,5/23/2024 22:49,negatif,Filter lokasi tidak bekerja dengan baik
Ahmad Setiawan Nur ruaw,5,5/23/2024 20:04,positif,aplikasi bagus ..kalau bisa pekerjaan d tambah banyak aja ..fitur bagus ..gampang d gunakan gratis pula tetap semangat perbarui aplikasi lebih baik
Yan Syofyan,5,5/23/2024 15:43,positif,bermanfaat sekali bagi orang banyak
Jio Penta,2,5/23/2024 11:54,negatif,"Banyak perusahaan ga jelas, Kalaupun ada rata-rata perusahaan branding biar terkenal aja nama perusahaannya."
Ade Rina,5,5/23/2024 11:38,positif,good
Abd Rouf,5,5/23/2024 9:35,positif,bagus
Valen Noya,5,5/23/2024 7:56,positif,Sangat bermanfaat
Heru Hermansyah,5,5/23/2024 5:51,positif,sangat membantu untuk mencari pekerjaan
Nabila Qiana,4,5/23/2024 5:33,positif,ok
Muhamad Fahmi Amir,5,5/23/2024 1:46,positif,Mantap
Holis Ukasyah,5,5/22/2024 22:20,positif,"Bersyukur bgt ada apk inii, sangat membantu sekali buat pengguna yang lagi cari pekerjaan😭"
Andika Sanjaya,5,5/22/2024 15:06,positif,Bagus sekali untuk yang mencari pekerjaan
Tuti Astuti,5,5/22/2024 14:04,netral,wow
Dani Soeharto,3,5/22/2024 13:03,netral,👍🏼👍🏼👍🏼👍🏼👍🏼
Isma Wati,5,5/22/2024 12:32,netral,bismillah semoga bisa dapat membantu
Madona Mauw,5,5/22/2024 11:30,positif,Baik dan nyaman di gunakan
Gito Fauzi,4,5/22/2024 10:48,netral,"bagus , kalo sudah keterima kerja . aku tambah bintangnya"
eri cutaeri,5,5/22/2024 2:15,positif,"untuk saya yg baru lulus SMK apk ini benar"" sangat membantu karena informasinya begitu membantu 🤩"
Asep Sunandar,5,5/22/2024 1:09,netral,Semoga membantu saya dalam mencari pekerjaan.
yesa awaa,5,5/22/2024 0:50,positif,recommended bgt deh asli
Herry Torkis,5,5/21/2024 23:59,positif,good
Dila Amelia,5,5/21/2024 14:40,positif,memuaskan
Salsa Billa,5,5/21/2024 14:26,netral,sedikit belum tahu
Shelly sri Anggraeni,3,5/21/2024 14:12,netral,Buka aplikasinya bagus cuman masih ada book kayak kalau mau cari disesuai profesi atau wilayah tapi masih tidak berguna itu pencarian filternya cari khusus di daerah Bandung tapi yang muncul daerah Jawa Barat semua bukan daerah Bandung saja kalau kita filter prosesi tapi masih aja Muncul semua profesi bukan hanya profesi yang kita inginkan
Anisaa aa,5,5/21/2024 12:50,positif,"Terimakasih buat aplikasi Glints,Baru pertama download langsung di panggil dan di terima perusahaan bagus. Intinya jangan kebanyakan ngeluh tapi perbanyak usaha dan doa, Aplikasi ini adalah bagian dari usaha kita. Kalau belum ya usaha lagi dengan cara lain. semangat buat para pencari kerja🥰. Dan terimakasih banyak Glints❤️ Rekomen banget buat para fresh graduate,Nyata,simple dan yang pasti Terpercaya💐"
Rio Setiawan,3,5/21/2024 11:09,positif,baik
M AKRAM,3,5/21/2024 10:17,netral,ingin kerja
Jemri Sopaba,5,5/21/2024 7:54,netral,"baru download kemarin semoga bisa dapat kerjaan, amin"
Syahrul Ramadhan,5,5/21/2024 7:29,positif,sangat membantu
Nurliana Adam,5,5/21/2024 5:16,positif,sangat membantu
Gilang Abdienegara86,4,5/21/2024 4:18,positif,nice
jursan jursan,5,5/21/2024 2:59,positif,"aplikasi ini sangat bagus,cocok untuk para pencari kerja"
Rizal Gitayana,5,5/21/2024 2:54,positif,aplikasi yg sangat bagus
Apri Roesland,5,5/20/2024 19:05,positif,sangat membantu
Mohamad Aluwi Raka,5,5/20/2024 18:18,positif,sangat simpel penggunaanya
Rikar Mega,5,5/20/2024 14:31,positif,bagus
Fatimah usman indra,5,5/20/2024 10:24,netral,saya lagi cari kerja jadi supir
Bento Abiansyah,5,5/20/2024 9:25,positif,bagus
Novi Aulia,2,5/20/2024 8:54,negatif,Payah gapernah ada yg nyangkut
Rizki Maulana,5,5/20/2024 8:53,positif,membantu
narapraja JR,5,5/20/2024 8:30,positif,good
IRFAN A.K,4,5/20/2024 7:41,positif,cukup bagus
Megi Virnando1,5,5/20/2024 7:19,positif,ok
Steven Hari,5,5/20/2024 7:01,negatif,lumayan cmen masi menunggu saya tuk di panggil apakah bener di panggil atw tidak di APP yg saya pakai ini. mudahan yg saya harap kan..
dandi haikal,4,5/20/2024 6:55,positif,good enough
Siti Tamimah,3,5/20/2024 6:09,netral,gk tau karena baru gabung
Budi Setiawan,5,5/20/2024 4:38,netral,mudah mudahan bagus
Novi Suryani,5,5/20/2024 4:27,positif,"menggunakan applikasi glints sangat cocok untuk saya karena tidak ribet dan mudah dimengerti struktural tools dr apps ini. terimakasih, semoga sy segera berjodoh dan dekat dg rumah saya. semangaat glints"
adelia rahma,5,5/20/2024 3:07,positif,ok
Tri Joko Sungkono,4,5/20/2024 0:14,netral,"sedang mencoba untuk melamar, smg ada hasil baik sesuai ekspektasi, jika ada goal auto up stars"
Deri,4,5/19/2024 16:33,positif,like it
Yudi Yanto,4,5/19/2024 11:22,positif,bagus
Sarka ni,5,5/19/2024 9:31,positif,bermanfaat sekali tks
Muhammad Ardiansyah,5,5/18/2024 23:38,positif,sangat cocok untuk saya
supriatna rudiansyah,5,5/18/2024 17:10,positif,sangat membantu
Syahreza Qori,5,5/18/2024 13:14,positif,aplikasi pencarian kerja yang bagus
Zhul Karnaen,5,5/18/2024 12:20,positif,Mantap
Meliana Dewi,5,5/18/2024 12:16,netral,"mudah di gunakan.mudah""an cepet dapat kernaan"
Helmy Nanulait,5,5/18/2024 8:53,positif,sangat baik
sofwan haeruman,5,5/18/2024 7:42,positif,"Aplikasinya simple, midah digunakan"
Kisman Kisman,5,5/18/2024 7:20,positif,baik
ANSORI WIJAYA,3,5/18/2024 7:15,negatif,belum ada perkembangan terhadap lamaran saya
Heru Pranoto,1,5/18/2024 4:05,negatif,"Saya uninstall. Banyak perusahaan yang tidak jelas, untuk rate salary, ruang lingkup pekerjaan, lokasi kerja."
Muhamad Ilham,5,5/18/2024 3:15,positif,Mantul
Rio Rio,5,5/18/2024 2:55,positif,sangat bagus
Ulul Azzy,5,5/18/2024 1:16,positif,good job glints
Fadhia Chairunissa,5,5/18/2024 0:33,positif,bagus sekali
Catur Gcl,4,5/17/2024 23:51,positif,Alhamdulillah baik
Muhammad Fahri,5,5/17/2024 16:00,positif,baguus
Noor Afni,5,5/17/2024 7:02,positif,banyak info lowongan pekerjaan nya
Ryan Aa,5,5/17/2024 2:19,positif,good
Maria Laurensia,5,5/17/2024 2:12,positif,sangat berguna dan bermanfaat bagi aku sebagai pekerjaan sampingan
sam suri,5,5/16/2024 20:31,positif,ok
Just Corrie,3,5/16/2024 15:32,negatif,saya udah pilih kota yang saya mau tapi kenapa munculnya malah semua kota di pulau jawa. ga sesuai dengan semua referensi yang saya tulis dan pilih. cari lokernya yang saya mau jadi kelamaan. belum lagi upload cv nya susah. udah di pilih pdf tapi tetap di tolak alasan bukan pdf. gmn sih ini...
Enos Hasugian,5,5/16/2024 15:06,positif,menarik
Fery Gunawan,4,5/16/2024 14:52,positif,sangat recomended untuk para pencari kerja
Ahmad Dikin,5,5/16/2024 14:31,netral,"banyak loker, mudah""an terkirim langsung chat sama perusahaannya."
Ristahul Hamzah,5,5/16/2024 14:07,positif,baik
Zidan Rizky,3,5/16/2024 11:18,netral,baik masih coba
Adittt,3,5/16/2024 10:25,netral,kalo dah dapet pekerjaan saya tambahkan bintangnya
Arif Prayogi,5,5/16/2024 9:31,positif,good
Adi Nugraha,5,5/16/2024 8:44,positif,sangat membantu terimakasih ❤️
Stnurchofiyah Ovi,1,5/16/2024 5:32,netral,satu dulu
Marez Pegora,5,5/16/2024 4:51,positif,sangat membantu
Wi Dayat,5,5/15/2024 18:04,positif,mantab dan cepat proses nya
Budi Satria,5,5/15/2024 16:57,positif,Good
Adhitya Jihad MR,5,5/15/2024 16:43,positif,cakep
Dian Supiandi,5,5/15/2024 14:06,positif,puas
#Argumen,3,5/15/2024 12:46,netral,untuk sementara B3 dulu
Tonny AW,5,5/15/2024 11:56,positif,ok
