,content,label_num,clean_teks
1767,"Fitur pencarian tidak relevan dengan hasilnya. Berulang kali di update hasilnya sama aja, pun loker di kotaku dalam aplikasi ini nyaris tak ada. Ya sudah uninstal aja.",0,fitur cari tidak relevan hasil ulang kali update hasil loker kota aplikasi tidak ya uninstal
1768,semoga bermanfaat. amin,2,moga manfaat amin
1769,good,2,good
1770,"sangat membantu ..semoga melalui loker dari glints,bisa dapet job .fast respond ,sukses selalu glints",2,bantu moga loker glintsbisa dapet job fast respond sukses glints
1771,MEMBANTU MEREKA YANG TERTARIK SERTA COCOK UNTUK SEBUAH PEKERJAAN YANG LAYAK SESUAI DENGAN KEMAMPUAN KEMAMPUANNYA,2,bantu tarik cocok kerja layak sesuai mampu mampu
1772,"one of the better job application app out here, and employer at least respond to applications instead of blueballing applicants",0,one of the better job application app out here and employer at least respond applications instead of blueballing applicants
1773,ok,2,ok
1774,aplikasi pencari lowongan kerja paling baik ✨✨✨,2,aplikasi cari lowong kerja baik
1775,sangat membantu,2,bantu
1776,keren,2,keren
1777,aplikasi yang sangat membantu kita untuk mencari informasi lowongan kerja di berbagai macam daerah,2,aplikasi bantu cari informasi lowong kerja daerah
1778,keren,2,keren
1779,sangat membantu,2,bantu
1780,good,2,good
1781,baik,2,baik
1782,mantap,2,mantap
1783,Bismillah smoga ada rejeki di aplikasi ini Aamiinn,1,bismillah moga rejeki aplikasi aamiinn
1784,tolong tingkatkan kembali system nya.sampe sekarng hampir 50 lamaran kaga ada yang nyangkut satu pun binggung juga ga kaya yg punya trtangga sebelah,0,tolong tingkat system nyasampe sekarng lamar tidak nyangkut binggung tidak kaya trtangga belah
1785,mati rodong,0,mati rodong
1786,segini dulu ya,1,gin ya
1787,aplikasi nya sangat bagus untuk menghasilkan uang,2,aplikasi nya bagus hasil uang
1788,good,2,good
1789,tampilkan perusahaan bunafit,0,tampil usaha bunafit
1790,sukses selalu aplikasi ini saya dengan muda melamar kerja sekarang thank GLINTS,2,sukses aplikasi muda lamar kerja thank glints
1791,baik,2,baik
1792,membantu informasi loker terbaru,2,bantu informasi loker baru
1793,lumayan bagus,2,lumayan bagus
1794,bgus sxli 3 bintang dulu setelah keterima kerja lwt aplikasi ini tak tambahin 2 bintang lagi,0,bgus sxli bintang terima kerja aplikasi tidak tambahin bintang
1795,Not bad,2,not bad
1796,memudahkan kita dalam memahami persyaratan kerja dan spesifikasi serta gaji nya juga dong,2,mudah paham syarat kerja spesifikasi gaji nya
1797,good people,2,good people
1798,Aplikasi gak ada loker hoax gak ada nomor wa yg bisa di hubungi,0,aplikasi tidak loker hoax tidak nomor wa hubung
1799,"Bagus tapi sayang , daerah kalimantan Lokernya sangat sedikit",1,bagus sayang daerah kalimantan lokernya
1800,👍👍👍,1,
1801,"Saya pas mau daftarin nama instansi pendidikan, gada nama kampus saya:') padahal kampus negri di Indonesia:')",0,pas daftarin nama instansi didik tidak nama kampus kampus negeri indonesia
1802,lebih permudah dan lebih akurat lagi ya,1,mudah akurat ya
1803,Banyak penipuan bagian lowongan design grafiss disini gak jelass nama perusahaannya parahh mereka sengaja dan nyari duit sytem klik akun dan viuw akun parahhh,0,tipu lowong design grafiss tidak jelass nama usaha parahh sengaja nyari duit sytem klik akun viuw akun parahhh
1804,mauyan,0,mauyan
1805,"sementara belum goals buat dapet kerja,tapi semoga bermanfaat buat sobat semua",1,goals dapet kerjatapi moga manfaat sobat
1806,rekom bgt buat cari kerja sampingan,2,rekom banget cari kerja samping
1807,keren,2,keren
1808,Sangat membantu para pencari kerja,2,bantu cari kerja
1809,mantap,2,mantap
1810,enak pakai aplikasi ini.,2,enak pakai aplikasi
1811,"baru mulai,semoga berhasil Aamiin",1,mulaisemoga hasil aamiin
1812,bagus bangett rec buat yang cari kerja let's go langsung download ajaa,2,bagus bangett rec cari kerja lets go langsung download ajaa
1813,"sangat mudah melamar dengan aplikasi ini saya baru pertama kli pake sangat terbantu, tinggal menunggu hasilnya aja",2,mudah lamar aplikasi kli pakai bantu tinggal tunggu hasil
1814,glints sangat membantu sekali untuk mencari pekerjaan,2,glints bantu cari kerja
1815,sangat cocok,2,cocok
1816,"Tidak bisa upload cv, sedangkan file nya hanya 200 an kb",0,tidak upload cv file nya an kb
1817,good,2,good
1818,good,2,good
1819,bagus cepat,2,bagus cepat
1820,good,2,good
1821,good,2,good
1822,mantap sangat membantu mencari pekerjaan,2,mantap bantu cari kerja
1823,"lowongan di ig, dengan aplikasi beda",0,lowong ig aplikasi beda
1824,semoga bermanfaat,2,moga manfaat
1825,baik,2,baik
1826,baik,2,baik
1827,baik,2,baik
1828,menarik,2,tarik
1829,baik.,2,baik
1830,good,2,good
1831,bagus banget,2,bagus banget
1832,sangt baik,2,sangt baik
1833,oke,2,oke
1834,bagus,2,bagus
1835,sangat membantu,2,bantu
1836,sangat membantu sekali,2,bantu
1837,"Saya baru tahu app ini, ternyata bisa lebih cepat untuk proses lamaran",2,app cepat proses lamar
1838,Lancar aplikasinya tapi belum ada panggilan kerja,1,lancar aplikasi panggil kerja
1839,sepertinya membantu 😁,1,bantu
1840,membantu,2,bantu
1841,bermanfaat untuk ibu rumah tangga yg mencari pekerjaan remote.,2,manfaat rumah tangga cari kerja remote
1842,semoga ke Bantu,1,moga bantu
1843,sangat bagusss,2,bagusss
1844,this aplication is the best.🔥,2,this aplication is the best
1845,Loker itu itu saja,0,loker
1846,loker sedikit,0,loker
1847,mantab,0,mantap
1848,good,2,good
1849,Aplikasinya sebenarnya bagus tapi seharusnya bisa di update lagi untuk fitur filter pencarian kerja nya. Di profil sudah ada fitur preferensi tapi tetap tidak berpengaruh. Udh dipasang cari full time tapi yang muncul intern semua upah minimum yang sudah di sett juga ga ngaruh apa-apa. Filter pencarian kerja hanya ada opsi lokasi doang. Itu pun juga ga ngaruh cari jakarta muncul nya solo bali. apa lah ini fungsi filter nya,1,aplikasi bagus update fitur filter cari kerja nya profil fitur preferensi tidak pengaruh pasang cari full muncul intern upah minimum sett tidak pengaruh apaapa filter cari kerja opsi lokasi tidak pengaruh cari jakarta muncul nya solo bal fungsi filter nya
1850,good,2,good
1851,bagus buat pelamar yg ingin kerja tapi masih lama dalam meresponnya,2,bagus lamar kerja meresponnya
1852,baik,2,baik
1853,"responship, up to date.. good luck",2,responship up tanggal good luck
1854,oke,2,oke
1855,Apk Yang sangat membantu dan Easy untuk dipakai,2,apk bantu easy pakai
1856,sangat baik dan bagus mudah dimengerti,2,baik bagus mudah erti
1857,good job,2,good job
1858,"Masih banyak loker penipuan, mohon untuk di filter lagi",0,loker tipu mohon filter
1859,blm dpt loker bintang 3 dlu,1,loker bintang
1860,bagus,2,bagus
1861,mudah2an dapet pekerjaan di glints,1,mudah dapet kerja glints
1862,kasih bintang 3 dulu karena blm dpt kerjaannya,1,kasih bintang kerja
1863,mudah mudahan dapet kerja,1,mudah mudah dapet kerja
1864,Pengalaman kerja sudah sesuai tapi selalu ditolak/tidak sesuai. Emang HRD mau cari yang kaya gimana kandidatnya ?? Orang dalam atau orang yang glowing? Susahnya nyari kerja di negeri sendiri ya ampun miris deh ah 😥😥,0,alam kerja sesuai ditolaktidak sesuai emang hrd cari kaya kandidat orang orang glowing susah nyari kerja negeri ya ampun miris deh ah
1865,abdulmaliknafar Driver.sim.B2.umum.propesional Ex driver lintas jawa&sumatra cukup berpengalaman ingin mencari kerja apa saja kaantor&pribadi.,1,abdulmaliknafar driversimbumumpropesional contoh driver lintas jawasumatra cukup alam cari kerja kaantorpribadi
1866,bagus,2,bagus
1867,Sangat membantu mencari pekerjaan,2,bantu cari kerja
1868,Saya kasih bintang 5 Klw dpt kerjaan,1,kasih bintang kerja
1869,oke,2,oke
1870,lebih mudah mencari pekerjaan,2,mudah cari kerja
1871,good,2,good
1872,Bagus sekali,2,bagus
1873,sangat membantu,2,bantu
1874,nice,2,nice
1875,sangat membatu terimakasi,2,batu terimakasi
1876,untuk mencari bekerja bagus,2,cari bagus
1877,baik,2,baik
1878,terbaik simple aplikasinya,2,baik simpel aplikasi
1879,mantap,2,mantap
1880,baik,2,baik
1881,Salah satu aplikasi yang oke untuk para Pencaker,2,salah aplikasi oke pencaker
1882,bagussss,2,bagussss
1883,belum menggunakan aplikasinya tapi semoga bermanfaat,1,aplikasi moga manfaat
1884,cukup membantu..,2,cukup bantu
1885,okey,2,okey
1886,Bagus bgt,2,bagus banget
1887,good,2,good
1888,bagus,2,bagus
1889,membantu,2,bantu
1890,Alhamdulillaah..,1,alhamdulillaah
1891,"2x dpt loker penipuan, kl gini terus citra glints bakal jelek. smg lebih selektif lagi dalam menyaring loker.",0,x loker tipu kl citra glints jelek moga selektif nyaring loker
1892,ok,2,ok
1893,bagus,2,bagus
1894,sangat membantu,2,bantu
1895,sangat baik dan mudah untuk melamar pekerjaan,2,baik mudah lamar kerja
1896,ok bgt,2,ok banget
1897,Aplikasi yg sangat membantu sekali guyss nyesell kalo ga download apk ini..,2,aplikasi bantu guyss nyesell tidak download apk
1898,luar biasa,2,biasa
1899,oke,2,oke
1900,Bagus. Cuma lokasi yang di cari kadang ga akurat,1,bagus lokasi cari kadang tidak akurat
1901,mencoba dahulu,1,coba
1902,bagus,2,bagus
1903,mantap,2,mantap
1904,ini sangat membantu,2,bantu
1905,apk yg membantu,2,apk bantu
1906,Sangat membantu,2,bantu
1907,sangattt bagus,2,sangattt bagus
1908,"Kecewa dengan pemasang iklan. Saya pengalaman finance Accounting Manager dan senior Consultant, dibilang kurang pengalaman untuk posisi sekelas spv... Kadang cara menolak pelamar kurang sopan dan tidak masuk akal ...",0,kecewa pasang iklan alam finance accounting manager senior consultant bilang kurang alam posisi kelas spv kadang tolak lamar kurang sopan tidak masuk akal
1909,"Pilihan pekerjaannya banyak, UI nya simpel",2,pilih kerja ui nya simpel
1910,Cepat Merespon,2,cepat merespon
1911,aplikasi glints sangat bagus,2,aplikasi glints bagus
1912,masih mencoba,1,coba
1913,muantebz,2,muantebz
1914,siip dah..,2,siip
1915,"sipp ,tpi saya blom dpet pkerjaan",1,sipp kerja
1916,aplikasi nya mudah di gunakan dan lowongan kerja nya beragam.,2,aplikasi nya mudah lowong kerja nya agam
1917,"Dari banyaknya aplikasi lowongan kerja, ini yang paling enak di pakai, penyedia lokernya juga banyak banget, walaupun masih kurang juga menurut saya dan yang paling the best : bisa chat hrd langsung lewat aplikasi tanpa harus banyar kayak aplikasi sebelah. recommended pokoknya",2,banyak aplikasi lowong kerja enak pakai sedia lokernya banget kurang the best chat hrd langsung aplikasi banyar aplikasi belah recommended pokok
1918,Sangat Membantu,2,bantu
1919,sangat baguss,2,baguss
1920,"Min Admin, itu SSL lu punya situs benerin. Ga bisa dibuka di peramban jadinya.",0,min admin ssl situs benerin tidak buka ramban
1921,Sangat bagus,2,bagus
1922,ok coba ya,2,ok coba ya
1923,sangat mudah,2,mudah
1924,"sangat bagus aplikasi ini, sangat membantu untuk mendapatkan pekerjaan",2,bagus aplikasi bantu kerja
1925,sangat membantu sekali,2,bantu
1926,kren bnget apklikasi nyh,2,keren bnget apklikasi nyh
1927,bermanfaat sekali bagi yang butuh pekerjaan.,2,manfaat butuh kerja
1928,bagus sangat membantu,2,bagus bantu
1929,Bagus banget,2,bagus banget
1930,bagus,2,bagus
1931,Tiap lamar perusahaannya sudah tutup lokernya.... Wkwkwkwk. Yg udah gda loker mah mending delete aja. Update yg baru... Jgn dipajang mulu,0,lamar usaha tutup lokernya wkwkwkwk tidak loker mah mending delete update pajang mulu
1932,oke,2,oke
1933,baik,2,baik
1934,sangat membantu,2,bantu
1935,"ok juga tp tolong dong pakai bahasa Indonesi ,biar lebih jos",1,ok tolong pakai bahasa indonesi biar jos
1936,"Sangat Buruk, sudh banyak yang sya lamar dan posisi pekerjaan seuai bidang tidak satupun yg ada konfirmasi",0,buruk sudh lamar posisi kerja uai bidang tidak satu konfirmasi
1937,sangat mendukung informasi tentang pekerjaan. saya sangat berharap mudah2 Allah swt memberikan jln lncar dlm hal pekerjaan. aamiin 🤲,1,dukung informasi kerja harap mudah allah subhanahu wata ala jalan lncar kerja aamiin
1938,mantap,2,mantap
1939,good,2,good
1940,semoga berkah,1,moga berkah
1941,Saya baru daftar di Glints Aplikasi ini cara nya mudah & simpel,2,daftar glints aplikasi nya mudah simpel
1942,sangat membatu sekalii,2,batu sekali
1943,"Aplikasi sampah,,masa pengalaman admin lebih dr 10thn ditolak krn non pengalaman,padahan jelas2 di cv pengalaman saya pengalaman admin saya sudha kurang lebih 10 thn di bidang per'administrasian..konyoollllll",0,aplikasi sampahmasa alam admin tolak non pengalamanpadahan cv alam alam admin sudha kurang bidang peradministrasiankonyoollllll
1944,bagus,2,bagus
1945,"aga nga ngerti sihh kara maih sekolah trus ke banyakan nya yg harus ber pengalaman, jadi aga susah buat anak sekolah",0,aga nga erti sihh kara maih sekolah banyak nya ber alam aga susah anak sekolah
1946,kalo udh dapet pendapatan relate nya baru ku kasih bintang 5 😍,1,dapet dapat relate nya ku kasih bintang
1947,Overall udah bagus dari segi fitur Tapi blm pernah dapet panggilan 1 pun selama pakai apk ini.,1,overall bagus segi fitur dapet panggil pakai apk
1948,bagus,2,bagus
1949,lumayan membantu,2,lumayan bantu
1950,"saya baru saja hampir ketipu saya dpt undangan interview nama pt nya di apks PT EMG INTERNASIONAL pas dichat di wa katanya namanya baru diganti jadi PT RAJAWALI PERSADA pas mau interview dikasih alamatnya di ruko daerah alam sutra,ini aneh bgt katanya pt tpi ko interview di RUKO?? untuk apks ini tolong lebih teliti lagi asal usul perusahaanya disini banyak yg pgn kerja serius",0,tipu undang interview nama loker nya apks loker emang internasional pas dichat wa nama ganti loker rajawali persada pas interview kasih alamat ruko daerah alam sutraini aneh banget loker ko interview ruko apks tolong teliti usul perusahaanya kerja serius
1951,baik,2,baik
1952,Cukup membantu dlm mencari kerja Tp blm terbukti nihh sampai kerja.. semangatt. Bismilah pasti dapat,1,cukup bantu cari kerja bukti nihh kerja semangatt bismilah
1953,Ga ada yg bisa terima kah usia 46th,1,tidak terima kah usia th
1954,"good job, mudah aplikasi untuk masuknya.",2,good job mudah aplikasi masuk
1955,"Akhirnya setelah beberapa pakai banyak aplikasi, pakai ini 6x lamar ada yang ngelirik juga. Terimakasih 🙏🏻",2,pakai aplikasi pakai x lamar lirik terimakasih
1956,Trnyata bener loh inform nya.. Cuman nyaranin aja buat pelamar cari lh informasi dari beberapa sumber yg terkait di perusahaan nya masing masing,1,bener loh inform nya nyaranin lamar cari lh informasi sumber kait usaha nya
1957,bagus saya suka tpi harus nunggu 5 minggu baru bisa kerja,1,bagus suka nunggu minggu kerja
1958,sangat mudah digunakan,2,mudah
1959,oke,2,oke
1960,blum on,1,on
1961,"Kenapa tidak bisa hapus akun ini? Selalu di sarankan hubungi glints, saya sdh hbgi tapi tidak di respon pihak ini. Ini saya lapor kemana medsos atau chat glints nya?",0,tidak hapus akun saran hubung glints hbgi tidak respon lapor mana medsos chat glints nya
1962,good,2,good
1963,Aplikasi yang sangat recomended untuk para pencari kerja. Aplikasinya bagus dan yang pasti sangat update,2,aplikasi recomended cari kerja aplikasi bagus update
1964,aplikasi kerja terbaik yg sy tahu ..bagus semoga bermanfaat untuk semua ..,2,aplikasi kerja baik bagus moga manfaat
1965,cepat,2,cepat
1966,sangat baik,2,baik
1967,good,2,good
1968,mantap,2,mantap
1969,"terimakasih,semoga bermanfaat",1,terimakasihsemoga manfaat
1970,bagus,2,bagus
1971,bagus,2,bagus
1972,lumayan baik,2,lumayan baik
1973,bagus,2,bagus
1974,glints membantu saya dalam menemukan pekerjaan pokoknya the best lahhh,2,glints bantu temu kerja pokok the best lahhh
1975,beri bintang tiga karena baru pertama kali bergabung,1,bintang kali gabung
1976,sangat membantu dalam proses mencari informasi,2,bantu proses cari informasi
1977,Sangat membantu 👍👍👍👍,2,bantu
1978,sangat mudah dan cepat sangat membantu,2,mudah cepat bantu
1979,"blom pernah gua dapet kerjaan di aplikasi ini, aplikasi lain gua udah pernah dapet tapi ga gua terusin, parah bener ini aplikasi bener apa bohongan sih ini??? sekalinya ada interviu penipuan semua di suruh bayar di awal ya gua kaga mau lah orang gua niat kerja cari uang bukan ngeluarin uang",0,dapet kerja aplikasi aplikasi dapet tidak terusin parah bener aplikasi bener bohong sih sekali interviu tipu suruh bayar ya tidak orang niat kerja cari uang keluar uang
1980,"Banyak banget yg harus di kembangkan si, dari filter lokasi yang ga akurat padahal udah atur ke jakarta tapi yang nongol diluar Jakarta semua",0,banget kembang si filter lokasi tidak akurat atur jakarta nongol luar jakarta
1981,ok,2,ok
1982,blm dapet penghasilan bismillah smoga membantu,0,dapet hasil bismillah moga bantu
1983,Banyak lowongan,2,lowong
1984,semoga bermanfaat untuk saya pencari kerja....,1,moga manfaat cari kerja
1985,Sangat membantu,2,bantu
1986,Bagus sekali sangat bermanfaat dan membantu,2,bagus manfaat bantu
1987,bagus,2,bagus
1988,Mantap poko nya membantu banget buat cari loker,2,mantap poko nya bantu banget cari loker
1989,Sangat bagus,2,bagus
1990,bagus,2,bagus
1991,saya agak bngung,0,bngung
1992,lancar,2,lancar
1993,Sangat membantu,2,bantu
1994,lagi cuba,1,cuba
1995,"Apakah ini harus tatap muka, datang gtu ke perusahaan nya?",1,tatap muka usaha nya
1996,semoga ada yang keterima kerjaan saya,1,moga terima kerja
1997,sangat memuaskan,2,muas
1998,sangat membantu,2,bantu
1999,baik,2,baik
